name,model,segment,year,selling_price_lakh,km_driven,fuel,seller_type,transmission,owner,mileage_kmpl,engine_cc,max_power_bhp,seats
Suzuki Ertiga,Ertiga,MUV,2011,1.44,243370,Petrol,Dealer,Manual,First Owner,19.5,1462.0,105.4,7.0
Suzuki Swift,Swift,Hatchback,2015,1.83,69746,Petrol,Individual,Manual,Third Owner,22.2,997.0,68.9,5.0
Suzuki Dzire,Dzire,Sedan,2015,1.47,142346,Petrol,Individual,Manual,Third Owner,19.8,1195.0,82.3,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2018,4.12,62373,Petrol,Individual,Manual,First Owner,20.0,1460.0,102.4,5.0
Suzuki WagonR,WagonR,Hatchback,2018,3.09,37007,Petrol,Trustmark Dealer,Automatic,First Owner,22.8,1008.0,64.3,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,6.39,19113,Petrol,Individual,Manual,Third Owner,18.2,1477.0,101.4,5.0
Suzuki Swift,Swift,Hatchback,2014,1.3,144630,Petrol,Trustmark Dealer,Manual,First Owner,20.0,1003.0,67.3,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2011,1.2,147698,CNG,Dealer,Manual,First Owner,30.8,1186.0,81.4,5.0
Suzuki Fronx,Fronx,Compact SUV,2008,1.2,111370,Petrol,Dealer,Manual,Second Owner,22.0,1468.0,105.3,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2020,3.44,39089,Petrol,Dealer,Manual,Third Owner,21.8,1195.0,80.8,5.0
Suzuki Swift,Swift,Hatchback,2015,1.4,150737,CNG,Individual,Manual,First Owner,30.2,988.0,66.0,5.0
Suzuki WagonR,WagonR,Hatchback,2021,3.22,38169,Petrol,Individual,Manual,Third Owner,,991.0,63.7,5.0
Suzuki Swift,Swift,Hatchback,2016,1.55,151341,Petrol,Dealer,Manual,Second Owner,21.7 kmpl,1007.0,66.0,5.0
Suzuki Ertiga,Ertiga,MUV,2016,2.73,78576,Petrol,Individual,Manual,First Owner,20.2,1496.0,102.9,7.0
Suzuki Ignis,Ignis,Hatchback,2020,3.23,65594,CNG,Dealer,Automatic,First Owner,28.9,991.0,68.2,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2016,2.98,114853,Petrol,Dealer,Automatic,Second Owner,15.7,1460.0,103.3,5.0
Suzuki Celerio,Celerio,Hatchback,2023,6.23,3606,CNG,Individual,Automatic,First Owner,31.7,972.0,63.9,5.0
Suzuki Fronx,Fronx,Compact SUV,2011,1.27,184067,Petrol,Dealer,Manual,Second Owner,20.3,1467.0,106.7,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2015,2.48,102267,Petrol,Trustmark Dealer,Manual,First Owner,21.1,1464.0,98.2,5.0
Suzuki Swift,Swift,Hatchback,2013,1.23,124517,CNG,Individual,Manual,First Owner,29.8 kmpl,990.0,70.1,5.0
Suzuki Ertiga,Ertiga,MUV,2011,1.39,104299,Petrol,Individual,Manual,First Owner,17.8 kmpl,1478.0,105.4,7.0
Suzuki Swift,Swift,Hatchback,2022,5.5,7573,Petrol,Individual,Automatic,First Owner,20.9,992.0,68.8,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2014,2.48,88014,Petrol,Individual,Manual,First Owner,20.7,1462.0,96.2,5.0
Suzuki Jimny,Jimny,SUV,2012,2.26,148169,Petrol,Individual,Automatic,First Owner,16.9,1456.0,103.2,5.0
Suzuki XL6,XL6,MUV,2017,4.17,100094,Petrol,Dealer, Manual ,Second Owner,21.1,1490.0,101.1,7.0
Suzuki Celerio,Celerio,Hatchback,2011,1.2,148534,CNG,Dealer,Automatic,First Owner,30.9,1000.0,68.6,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2019,6.76,32713,Petrol,Individual,Manual,First Owner,15.2 kmpl,1460.0,100.8,5.0
Suzuki Alto K10,Alto K10,Hatchback,2017,1.7,79438,Petrol,Individual,Manual,First Owner,21.8,998.0,69.1,5.0
Suzuki S-Presso,S-Presso,Hatchback,2019,2.28,61804,Petrol,Individual,Manual,First Owner,19.8,991.0,66.7,5.0
Suzuki XL6,XL6,MUV,2022,9.33,9894,Petrol,Dealer,Automatic,First Owner,18.2,1446.0,102.4,7.0
Suzuki WagonR,WagonR,Hatchback,2019,2.51,49983,Petrol,Individual,Manual,Second Owner,,,,
Suzuki Grand Vitara,Grand Vitara,SUV,2023,10.08,12329,Petrol,Individual,Manual,First Owner,14.9,1461.0,99.5,5.0
Suzuki Ciaz,Ciaz,Sedan,2021,6.1,33863,Petrol,Dealer,Automatic,First Owner,20.8 kmpl,1214.0,84.3,5.0
Suzuki Fronx,Fronx,Compact SUV,2013,1.48,123213,Petrol,Individual,Automatic,Second Owner,19.7,1462.0,102.7,5.0
Suzuki S-Presso,S-Presso,Hatchback,2016,1.36,85443,CNG,Individual,Manual,Second Owner,33.5,981.0,64.5,5.0
Suzuki Ertiga,Ertiga,MUV,2023,7.93,4790,Petrol,Individual,Manual,Second Owner,19.3,1465.0,107.8,6.0
Suzuki Ciaz,Ciaz,Sedan,2019,4.76,62866,Petrol,Individual,Manual,First Owner,21.1,1222.0,78.0,5.0
Suzuki S-Presso,S-Presso,Hatchback,2012,1.2,88424,Petrol,Individual,Manual,First Owner,20.6,997.0,68.1,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2014,1.73,106620,Petrol,Individual,Manual,Second Owner,20.5,1461.0,103.0,5.0
Suzuki Ertiga,Ertiga,MUV,2016,2.82,87408,Petrol,Individual,Manual,First Owner,21.5,1451.0,104.9,7.0
Suzuki Swift,Swift,Hatchback,2013,1.34,99517,Petrol,Dealer,Manual,First Owner,22.5,1002.0,69.2,5.0
Suzuki Swift,Swift,Hatchback,2020,3.42,24044,CNG,Individual,Automatic,Second Owner,30.7,975.0,65.4,5.0
Suzuki Alto K10,Alto K10,Hatchback,2023,3.97,11221,Petrol,Trustmark Dealer,Manual,First Owner,19.9,1001.0,63.6,5.0
Suzuki Celerio,Celerio,Hatchback,2016,1.91,109672,CNG,Trustmark Dealer,Manual,First Owner,31.6,1027.0,72.9,5.0
Suzuki WagonR,WagonR,Hatchback,2011,1.2,110396,Petrol,Individual,Manual,Third Owner,21.2,1014.0,65.7,5.0
Suzuki Ignis,Ignis,Hatchback,2020,3.66,43794,Petrol,Individual,Manual,First Owner,23.7,999.0,60.0,5.0
Suzuki Alto K10,Alto K10,Hatchback,2023,3.27,30944,Petrol,Dealer,Manual,First Owner,22.5,993.0,70.7,5.0
Suzuki S-Presso,S-Presso,Hatchback,2015,1.35,83773,CNG,Individual,Automatic,Second Owner,32.9,970.0,64.6,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.42,104755,Petrol,Trustmark Dealer,Manual,First Owner,20.5,1204.0,79.6,5.0
Suzuki Dzire,Dzire,Sedan,2015,1.47,142346,Petrol,Individual,Manual,Third Owner,19.8,1195.0,82.3,5.0
Suzuki Celerio,Celerio,Hatchback,2013,1.28,126721,Petrol,Individual,Manual,Second Owner,,,,
Suzuki Swift,Swift,Hatchback,2018,2.56,76447,CNG,Individual,Manual,Second Owner,30.4,1014.0,74.6,5.0
Suzuki Ciaz,Ciaz,Sedan,2020,5.46,40660,Petrol,Individual,Automatic,Second Owner,21.2,1197.0,82.8,5.0
Suzuki Fronx,Fronx,Compact SUV,2014,1.63,138688,Petrol,Individual, Automatic ,Second Owner,20.3,1471.0,99.0,5.0
Suzuki WagonR,WagonR,Hatchback,2014,1.2,147489,Petrol,Individual,Manual,Second Owner,23.8,993.0,68.6,5.0
Suzuki Ciaz,Ciaz,Sedan,2012,1.73,215236,Petrol,Dealer,Manual,Second Owner,23.3,1187.0,74.9,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2016,2.34,74421,Petrol,Individual,Automatic,Second Owner,,,,
Suzuki WagonR,WagonR,Hatchback,2019,2.63,74954,Petrol,Individual,Manual,First Owner,,992.0,63.6,
Suzuki WagonR,WagonR,Hatchback,2022,3.84,37273,Petrol,Individual,Manual,First Owner,21.5,968.0,69.5,5.0
Suzuki S-Presso,S-Presso,Hatchback,2017,1.52,124146,Petrol,Individual,Automatic,First Owner,24.7 kmpl,991.0,70.0,5.0
Suzuki WagonR,WagonR,Hatchback,2020,3.42,43553,Petrol,Individual,Manual,First Owner,22.0,1012.0,64.4,5.0
Suzuki Dzire,Dzire,Sedan,2019,3.88,37029,Petrol,Individual,Manual,Second Owner,20.4,1197.0,86.3,5.0
Suzuki Celerio,Celerio,Hatchback,2016,1.73,133035,Petrol,Trustmark Dealer,Automatic,First Owner,22.2,985.0,67.1,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2019,3.09,62019,Petrol,Individual,Manual,Second Owner,25.6,1219.0,86.0,5.0
Suzuki Celerio,Celerio,Hatchback,2019,3.03,43135,CNG,Individual,Manual,First Owner,32.0,984.0,68.6,5.0
Suzuki Ciaz,Ciaz,Sedan,2023,9.1,17890,Petrol,Individual,Manual,First Owner,23.2,1194.0,82.1,5.0
Suzuki Fronx,Fronx,Compact SUV,2018,2.71,57248,Petrol,Individual,Automatic,Fourth & Above Owner,22.0,1458.0,103.8,5.0
Suzuki Celerio,Celerio,Hatchback,2012,1.2,136603,CNG,Individual,Manual,First Owner,30.2,1015.0,61.8,5.0
Suzuki WagonR,WagonR,Hatchback,2018,2.57,38564,CNG,Dealer,Automatic,First Owner,29.6,1015.0,67.1,5.0
Suzuki Ciaz,Ciaz,Sedan,2016,2.55,104137,Petrol,Dealer,Manual,Second Owner,19.9,1202.0,79.8,5.0
Suzuki Alto K10,Alto K10,Hatchback,2011,1.2,166040,Petrol,Individual, Manual ,First Owner,23.5 kmpl,1003.0,65.7,5.0
Suzuki S-Presso,S-Presso,Hatchback,2022,3.75,21441,Petrol,Individual,Manual,First Owner,20.1,993.0,68.7,5.0
Suzuki Ertiga,Ertiga,MUV,2020,5.31,70235,Petrol,Dealer,Automatic,First Owner,19.8,1463.0,103.3,7.0
Suzuki Swift,Swift,Hatchback,2019,3.7,21157,Petrol,Dealer,Manual,First Owner,20.7,1000.0,60.9,5.0
Suzuki WagonR,WagonR,Hatchback,2020,3.27,27760,Petrol,Trustmark Dealer,Manual,Second Owner,22.3,974.0,67.9,5.0
Suzuki Celerio,Celerio,Hatchback,2018,2.33,47749,PETROL,Individual,Manual,First Owner,21.0,1001.0,70.1,5.0
Suzuki S-Presso,S-Presso,Hatchback,2014,1.2,118066,CNG,Individual,Manual,First Owner,31.7,991.0,65.7,5.0
Suzuki Celerio,Celerio,Hatchback,2011,1.2,205533,Petrol,Dealer,Manual,First Owner,21.5,990.0,67.4,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2023,5.84,8941,Petrol,Dealer,Manual,First Owner,22.9,1212.0,80.3,5.0
Suzuki Ignis,Ignis,Hatchback,2008,1.2,140213,Petrol,Dealer,Manual,First Owner,19.8 kmpl,1001.0,67.2,5.0
Suzuki Swift,Swift,Hatchback,2016,1.88,98159,Petrol,Individual,Automatic,Third Owner,20.8,981.0,70.6,5.0
Suzuki Alto K10,Alto K10,Hatchback,2013,1.2,130579,CNG,Individual,Manual,First Owner,27.7,1005.0,66.2,5.0
Suzuki WagonR,WagonR,Hatchback,2018,2.66,58030,Petrol,Dealer,Manual,First Owner,21.4,1013.0,70.2,5.0
Suzuki Ertiga,Ertiga,MUV,2018,3.75,84813,Petrol,Dealer,Manual,First Owner,20.0,1455.0,100.5,6.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2018,3.8,54991,Petrol,Individual,Manual,Second Owner,19.4,1462.0,98.9,5.0
Suzuki Dzire,Dzire,Sedan,2019,3.66,40531,Petrol,Individual,Manual,First Owner,20.1,1195.0,87.7,5.0
Suzuki Ciaz,Ciaz,Sedan,2017,3.15,106998,Petrol,Individual,Automatic,Second Owner,20.8 kmpl,1203.0,77.1,5.0
Suzuki Swift,Swift,Hatchback,2019,3.24,56480,Petrol,Individual,Manual,First Owner,21.1,988.0,67.2,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2022,5.64,23946,Petrol,Individual,Automatic,Second Owner,,,,
Suzuki Fronx,Fronx,Compact SUV,2014,2.43,58180,Petrol,Individual,Manual,First Owner,21.8,1464.0,102.5,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2016,3.79,96052,Petrol,Dealer,Manual,First Owner,19.8 kmpl,1475.0,99.8,5.0
Suzuki Dzire,Dzire,Sedan,2013,2.07,71417,CNG,Dealer,Manual,First Owner,28.7,1197.0,81.1,5.0
Suzuki Ertiga,Ertiga,MUV,2020,5.42,61158,Petrol,Trustmark Dealer,Automatic,Second Owner,20.1,1464.0,103.8,7.0
Suzuki Baleno,Baleno,Premium Hatchback,2014,1.49,122208,Petrol,Dealer,Manual,Third Owner,22.1 kmpl,1197.0,82.5,5.0
Suzuki Alto K10,Alto K10,Hatchback,2013,1.2,103237,CNG,Trustmark Dealer,Manual,Second Owner,29.9,971.0,64.7,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2019,3.28,88873,Petrol,Individual,Manual,First Owner,21.9,1185.0,79.5,5.0
Suzuki Ciaz,Ciaz,Sedan,2014,1.95,121850,Petrol,Dealer, Manual ,Second Owner,19.4,1187.0,82.9,5.0
Suzuki Ciaz,Ciaz,Sedan,2017,3.86,75258,Petrol,Individual,Manual,First Owner,23.1,1189.0,81.5,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2023,10.04,4520,Petrol,Individual,Manual,First Owner,15.7,1469.0,109.1,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2018,5.75,77746,Petrol,Dealer,Automatic,First Owner,15.8,1453.0,105.4,4.0
Suzuki Swift,Swift,Hatchback,2016,2.76,59811,Petrol,Dealer,Automatic,First Owner,24.0,1002.0,64.5,5.0
Suzuki Swift,Swift,Hatchback,2016,2.1,94917,CNG,Individual,Manual,First Owner,31.2,1011.0,67.6,5.0
Suzuki Alto K10,Alto K10,Hatchback,2023,4.5,500,Petrol,Individual,Manual,First Owner,22.1 kmpl,1009.0,65.7,5.0
Suzuki Fronx,Fronx,Compact SUV,2022,6.12,17804,Petrol,Individual,Manual,First Owner,21.6,1484.0,99.2,5.0
Suzuki Celerio,Celerio,Hatchback,2019,2.96,33947,CNG,Individual,Manual,Second Owner,27.4,1010.0,71.3,5.0
Suzuki XL6,XL6,MUV,2013,2.75,106118,Petrol,Individual,Automatic,First Owner,19.2,1462.0,101.0,7.0
Suzuki WagonR,WagonR,Hatchback,2020,3.02,78305,CNG,Dealer,Automatic,Second Owner,30.3,998.0,63.8,5.0
Suzuki Swift,Swift,Hatchback,2022,4.89,21176,Petrol,Individual,Manual,First Owner,22.0 kmpl,991.0,62.8,5.0
Suzuki WagonR,WagonR,Hatchback,2018,2.59,46760,CNG,Dealer,Manual,Second Owner,32.6,998.0,68.7,5.0
Suzuki Swift,Swift,Hatchback,2020,3.73,14058,Petrol,Individual,Manual,Second Owner,22.0,996.0,65.9,5.0
Suzuki WagonR,WagonR,Hatchback,2017,2.66,70281,PETROL,Dealer,Manual,First Owner,19.5 kmpl,1001.0,65.5,5.0
Suzuki S-Presso,S-Presso,Hatchback,2016,1.63,94954,CNG,Individual,Manual,First Owner,28.8,998.0,67.9,5.0
Suzuki Dzire,Dzire,Sedan,2015,2.06,88185,Petrol,Dealer,Manual,First Owner,21.6,1184.0,79.8,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2012,1.82,99086,Petrol,Individual,Automatic,Second Owner,20.5,1446.0,99.0,5.0
Suzuki Celerio,Celerio,Hatchback,2017,2.14,89609,Petrol,Individual,Manual,First Owner,21.6,981.0,66.1,5.0
Suzuki WagonR,WagonR,Hatchback,2020,3.42,43875,Petrol,Trustmark Dealer,Manual,First Owner,20.5,968.0,69.4,5.0
Suzuki Swift,Swift,Hatchback,2020,3.01,84241,Petrol,Individual,Manual,Second Owner,18.9,1006.0,74.7,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2018,3.86,59884,Petrol,Dealer,Manual,First Owner,21.7 kmpl,1461.0,97.4,5.0
Suzuki S-Presso,S-Presso,Hatchback,2017,1.59,53442,Petrol,Dealer,Manual,Fourth & Above Owner,22.4,991.0,64.5,5.0
Suzuki Ertiga,Ertiga,MUV,2019,4.8,49594,Petrol,Individual,Automatic,First Owner,19.1,1455.0,107.4,7.0
Suzuki Ciaz,Ciaz,Sedan,2019,4.54,75131,Petrol,Individual,Automatic,First Owner,22.5,1207.0,80.7,5.0
Suzuki Swift,Swift,Hatchback,2023,6.23,5576,Petrol,Individual,Manual,First Owner,21.2,999.0,69.8,5.0
Suzuki Alto K10,Alto K10,Hatchback,2021,2.94,41020,Petrol,Individual,Automatic,First Owner,20.9,992.0,72.9,5.0
Suzuki Swift,Swift,Hatchback,2023,6.05,500,Petrol,Individual, Automatic ,First Owner,21.5,991.0,65.8,5.0
Suzuki WagonR,WagonR,Hatchback,2014,1.51,124395,Petrol,Dealer,Manual,First Owner,21.1,1006.0,64.7,5.0
Suzuki Dzire,Dzire,Sedan,2023,5.45,3321,Petrol,Dealer,Manual,First Owner,20.4,1206.0,78.0,5.0
Suzuki Ciaz,Ciaz,Sedan,2014,2.26,153648,Petrol,Individual,Manual,First Owner,20.2,1206.0,75.0,5.0
Suzuki Celerio,Celerio,Hatchback,2010,1.2,151224,Petrol,Individual,Manual,First Owner,21.2,989.0,66.9,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2011,1.82,228577,Petrol,Individual,Manual,First Owner,18.6,1470.0,98.4,5.0
Suzuki Dzire,Dzire,Sedan,2008,1.2,182060,Petrol,Individual,Manual,First Owner,19.8,1203.0,80.3,5.0
Suzuki Fronx,Fronx,Compact SUV,2023,6.48,20105,Petrol,Individual,Manual,First Owner,21.4,1483.0,102.4,5.0
Suzuki Swift,Swift,Hatchback,2013,1.31,113905,Petrol,Trustmark Dealer,Manual,First Owner,22.6,977.0,71.9,5.0
Suzuki Ertiga,Ertiga,MUV,2019,4.59,53058,Petrol,Individual,Automatic,First Owner,19.0,1461.0,97.9,6.0
Suzuki Swift,Swift,Hatchback,2020,4.17,35318,CNG,Trustmark Dealer,Manual,First Owner,29.9,995.0,65.9,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2022,6.74,23116,Petrol,Dealer,Automatic,First Owner,21.2,1478.0,99.4,5.0
Suzuki Fronx,Fronx,Compact SUV,2015,2.3,103289,Petrol,Dealer,Automatic,First Owner,23.3,1463.0,108.4,5.0
Suzuki Alto K10,Alto K10,Hatchback,2023,3.21,18511,Petrol,Individual,Manual,Second Owner,22.1,1015.0,67.9,5.0
Suzuki Alto K10,Alto K10,Hatchback,2014,1.21,113338,Petrol,Dealer,Automatic,First Owner,20.6,986.0,72.9,5.0
Suzuki Dzire,Dzire,Sedan,2018,2.89,90606,Petrol,Trustmark Dealer,Manual,First Owner,19.4,1196.0,83.5,5.0
Suzuki WagonR,WagonR,Hatchback,2014,1.29,124241,CNG,Individual,Automatic,Second Owner,30.5,995.0,62.6,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2018,3.18,69808,Petrol,Individual,Manual,Second Owner,18.7,1471.0,100.6,5.0
Suzuki WagonR,WagonR,Hatchback,2014,1.2,139699,Petrol,Individual,Manual,Third Owner,19.8,989.0,64.8,5.0
Suzuki Alto K10,Alto K10,Hatchback,2017,1.54,85597,CNG,Individual,Manual,Second Owner,30.4,992.0,68.0,5.0
Suzuki WagonR,WagonR,Hatchback,2016,1.9,99225,CNG,Individual,Manual,Second Owner,32.6,1016.0,68.4,5.0
Suzuki S-Presso,S-Presso,Hatchback,2017,2.15,53494,Petrol,Individual,Automatic,Second Owner,22.5,1013.0,62.9,5.0
Suzuki Swift,Swift,Hatchback,2016,2.47,97129,PETROL,Individual,Manual,First Owner,21.6,998.0,64.8,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2021,3.82,67339,CNG,Individual,Automatic,Third Owner,33.5,1203.0,83.4,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2016,2.37,81352,Petrol,Trustmark Dealer,Manual,First Owner,21.1,1154.0,85.1,5.0
Suzuki Fronx,Fronx,Compact SUV,2014,2.06,119048,Petrol,Individual,Automatic,First Owner,19.4,1457.0,105.5,5.0
Suzuki Ciaz,Ciaz,Sedan,2018,4.31,76250,Petrol,Individual,Automatic,First Owner,21.9,1205.0,83.5,5.0
Suzuki Grand Vitara,Grand Vitara,SUV,2020,5.45,53151,Petrol,Dealer,Manual,Second Owner,17.1 kmpl,1462.0,99.4,5.0
Suzuki WagonR,WagonR,Hatchback,2023,4.56,4836,Petrol,Trustmark Dealer,Manual,Second Owner,21.2,975.0,68.8,5.0
Suzuki Swift,Swift,Hatchback,2021,4.86,37150,Petrol,Dealer,Automatic,First Owner,,1005.0,65.1,
Suzuki Ertiga,Ertiga,MUV,2017,3.71,82381,Petrol,Dealer,Automatic,First Owner,20.2 kmpl,1445.0,103.9,6.0
Suzuki WagonR,WagonR,Hatchback,2020,3.29,55632,Petrol,Trustmark Dealer,Manual,Second Owner,21.2 kmpl,1009.0,66.9,5.0
Suzuki WagonR,WagonR,Hatchback,2017,2.14,77338,Petrol,Dealer,Automatic,Second Owner,22.4,998.0,66.1,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2023,7.25,14365,CNG,Individual,Automatic,First Owner,31.2 kmpl,1200.0,77.7,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2016,2.45,123247,CNG,Individual,Manual,Third Owner,28.6,1453.0,104.9,5.0
Suzuki Fronx,Fronx,Compact SUV,2019,3.86,78228,CNG,Individual,Automatic,Second Owner,28.7,1452.0,97.5,5.0
Suzuki Swift,Swift,Hatchback,2017,2.99,49859,Petrol,Individual,Manual,First Owner,21.2,998.0,68.4,5.0
Suzuki Swift,Swift,Hatchback,2020,3.49,47620,Petrol,Individual,Manual,Second Owner,22.3,1003.0,63.0,5.0
Suzuki Swift,Swift,Hatchback,2022,5.53,10634,Petrol,Dealer,Manual,Second Owner,21.8,1033.0,61.8,5.0
Suzuki Fronx,Fronx,Compact SUV,2013,1.62,121312,Petrol,Individual,Manual,Second Owner,21.8,1456.0,102.9,5.0
Suzuki Ignis,Ignis,Hatchback,2016,1.67,86095,Petrol,Individual,Manual,Second Owner,19.8,991.0,66.7,5.0
Suzuki WagonR,WagonR,Hatchback,2011,1.2,128545,CNG,Trustmark Dealer,Manual,First Owner,30.6 kmpl,991.0,68.4,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,9.12,4766,Petrol,Dealer,Automatic,First Owner,18.5,1468.0,102.5,5.0
Suzuki XL6,XL6,MUV,2020,7.12,51200,Petrol,Individual,Automatic,First Owner,19.7,1434.0,103.2,6.0
Suzuki Swift,Swift,Hatchback,2018,2.11,67771,Petrol,Individual,Manual,Third Owner,19.8,985.0,66.4,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2012,1.31,150611,CNG,Individual,Manual,First Owner,31.2,1191.0,83.6,5.0
Suzuki Swift,Swift,Hatchback,2019,3.74,42130,Petrol,Individual,Automatic,First Owner,20.7,1000.0,65.0,5.0
Suzuki Ertiga,Ertiga,MUV,2011,1.38,164000,Diesel,Individual,Manual,First Owner,24.4,1453.0,103.7,7.0
Suzuki Alto K10,Alto K10,Hatchback,2019,1.92,88919,CNG,Dealer,Manual,First Owner,30.0,1008.0,68.2,5.0
Suzuki Celerio,Celerio,Hatchback,2019,2.92,40737,Petrol,Dealer,Manual,First Owner,18.9,975.0,73.2,5.0
Suzuki S-Presso,S-Presso,Hatchback,2016,2.09,55378,CNG,Individual,Manual,First Owner,29.9,1003.0,64.8,5.0
Suzuki Ertiga,Ertiga,MUV,2019,4.45,49879,Petrol,Dealer,Manual,First Owner,20.7 kmpl,1456.0,99.0,7.0
Suzuki XL6,XL6,MUV,2022,8.61,2720,Petrol,Dealer,Automatic,First Owner,19.8,1455.0,104.5,7.0
Suzuki Alto K10,Alto K10,Hatchback,2022,3.58,500,CNG,Dealer,Manual,First Owner,31.9,981.0,68.2,5.0
Suzuki Fronx,Fronx,Compact SUV,2015,3.02,62140,Petrol,Individual,Manual,First Owner,,,,
Suzuki Celerio,Celerio,Hatchback,2016,1.85,83878,Petrol,Individual,Manual,First Owner,22.7,1006.0,67.0,5.0
Suzuki Dzire,Dzire,Sedan,2017,2.57,74601,CNG,Individual,Manual,Second Owner,29.5,1190.0,77.1,5.0
Suzuki Celerio,Celerio,Hatchback,2018,1.64,87505,CNG,Individual,Manual,Fourth & Above Owner,31.2,1035.0,71.4,5.0
Suzuki Swift,Swift,Hatchback,2012,1.2,181420,Petrol,Trustmark Dealer,Manual,First Owner,20.5,987.0,64.0,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2019,4.11,55359,Petrol,Individual,Manual,First Owner,20.9 kmpl,1213.0,78.7,5.0
Suzuki Dzire,Dzire,Sedan,2012,1.28,153636,CNG,Individual,Automatic,First Owner,28.9,1180.0,76.9,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2023,6.44,16115,PETROL,Trustmark Dealer,Automatic,Third Owner,20.3,1456.0,106.5,5.0
Suzuki WagonR,WagonR,Hatchback,2017,1.81,71057,PETROL,Individual,Manual,Fourth & Above Owner,21.6,1006.0,67.3,5.0
Suzuki Vitara Brezza,Vitara Brezza,Compact SUV,2013,2.17,85610,PETROL,Individual,Manual,Second Owner,20.8,1443.0,102.0,5.0
Suzuki Ignis,Ignis,Hatchback,2021,3.76,26525,PETROL,Dealer,Automatic,First Owner,19.2,982.0,64.6,5.0
Suzuki Dzire,Dzire,Sedan,2011,1.2,219330,CNG,Individual,Manual,First Owner,28.9,1192.0,80.3,5.0
Suzuki WagonR,WagonR,Hatchback,2011,1.2,112785,Petrol,Individual,Manual,First Owner,22.6,988.0,70.9,5.0
Suzuki Celerio,Celerio,Hatchback,2019,3.03,58075,Petrol,Individual,Manual,First Owner,21.7,987.0,64.6,5.0
Suzuki Swift,Swift,Hatchback,2014,1.69,97989,Petrol,Individual,Manual,First Owner,22.7 kmpl,1005.0,71.3,5.0
Suzuki Dzire,Dzire,Sedan,2018,2.42,85639,Petrol,Dealer,Manual,Second Owner,20.6 kmpl,1198.0,80.7,5.0
Suzuki Jimny,Jimny,SUV,2018,4.15,114898,Petrol,Dealer,Automatic,First Owner,16.4,1480.0,104.8,5.0
Suzuki Ertiga,Ertiga,MUV,2016,2.38,107345,PETROL,Individual,Manual,Third Owner,20.5,1472.0,102.5,6.0
Suzuki Grand Vitara,Grand Vitara,SUV,2017,5.05,999999,Petrol,Individual,Automatic,First Owner,14.4,1438.0,97.5,5.0
Suzuki Baleno,Baleno,Premium Hatchback,2016,2.27,51445,Petrol,Individual,Manual,Fourth & Above Owner,22.4,1200.0,86.7,5.0
Suzuki Alto K10,Alto K10,Hatchback,2020,2.31,27179,CNG,Individual,Manual,Third Owner,28.8 kmpl,980.0,60.9,5.0
Suzuki Swift,Swift,Hatchback,2012,1.2,137728,Petrol,Trustmark Dealer,Manual,Second Owner,24.6,1005.0,66.6,5.0
Suzuki Alto K10,Alto K10,Hatchback,2011,1.2,148095,Petrol,Individual,Automatic,First Owner,22.1,991.0,59.3,5.0
Suzuki Alto K10,Alto K10,Hatchback,2018,1.72,105600,Petrol,Individual,Automatic,First Owner,21.9,973.0,71.4,5.0
Suzuki Swift,Swift,Hatchback,2023,5.22,11441,Petrol,Dealer,Automatic,First Owner,19.6,1006.0,70.1,5.0
Suzuki Jimny,Jimny,SUV,2011,1.9,180553,Petrol,Trustmark Dealer,Automatic,Second Owner,16.5,1447.0,97.4,4.0
